Date Created,Number of Likes,Source of Tweet,Tweets
2019-06-19 10:00:28+00:00,55,erased6981162,"🌞 Sommerzeit – Grillzeit 🍔
Viele Berliner*innen nutzen die #Ferien, um in geselliger Runde zu #Grillen.
Um den Grillabend zu einem vollen Erfolg zu machen und Missgeschicke zu vermeiden, sollten Sie folgende Grundregeln beachten: https://t.co/z7bIJHosGC https://t.co/Z1uNp4feG2"
2019-06-18 13:54:55+00:00,98,Twitter for iPhone,In der #Rathenaustraße in #Oberschöneweide stürzte aus bisher ungeklärter Ursache eine #Fensterscheibe eines Gebäude in die Tiefe und traf 3 #Kinder. 2 der Kinder wurden dabei verletzt und werden aktuell vom Rettungsdienst der @Berliner_Fw in Krankenhäuser transportiert.
2019-06-18 08:20:43+00:00,61,Twitter for Android,"Der Brand in #Charlottenburg ist gelöscht, eine weitere Ausbreitung über die Fassade wurde verhindert.
17 Personen wurden in Sicherheit gebracht, davon wurden 3 verletzt ins Krhs. transportiert.
1 Einsatzkraft verletzte sich leicht, konnte aber vor Ort verbleiben.
#EstuK https://t.co/8ybpBJU1b0"
2019-06-18 06:49:14+00:00,95,Twitter Web App,"#Brand in #Charlottenburg.
Am #Iburger_Ufer brennt es im EG eines Wohngebäudes mit Übergriff auf die Fassade. Wir sind aktuell mit 40 Kräften im Einsatz und setzen 2 C-Rohre zur #Brandbekämpfung ein.
Weitere Infos folgen..."
2019-06-16 21:38:36+00:00,119,dlvr.it,Das war der zentrale Tag der offenen Tür 2019 https://t.co/Z5bV1tA8Rg https://t.co/Nkw9zKCsPM
2019-06-16 20:53:25+00:00,147,Twitter for iPhone,"Zur Zeit #Brand bei der @BSR_de an der #Gradestrasse in #Britz. Es brennen ca. 6.000 t Sperr- und Hausmüll. Es kommt zu einer starken #Rauchentwicklung, die in ganz #Neukölln wahrzunehmen sein dürfte. Menschenleben sind nicht gefährdet. @Berliner_Fw ist mit 70 Kräften vor Ort!"
2019-06-16 10:53:53+00:00,42,Twitter for iPhone,"Unser Tag der offenen Tür läuft super, das Wetter ist perfekt 🌞 und es sind bereits viele Besuchende hier. Bis 18 Uhr sind wir für euch hier, kommt vorbei! Alternativ bieten wir euch exklusive Einblicke in unserer Insta-Story unter https://t.co/gUU32r1CH8 😎 https://t.co/XkWD1WTaaW"
2019-06-16 07:16:22+00:00,54,Twitter for iPhone,"In einer knappen Stunde öffnen wir die Türen unseres Dienstgeländes am #Nikolaus_Groß_Weg. Schaut vorbei und folgt auch unserer Insta-Story unter https://t.co/gUU32r1CH8. 

Programmablauf und weitere Infos unter
https://t.co/i5JXfhO37o

#TdoT2019 https://t.co/JQbg6TtLjm"
2019-06-15 13:04:28+00:00,169,Twitter for iPhone,"Morgen ist es soweit!
Seit dem Sonnenaufgang bauen wir fleißig auf und bringen alles auf Hochglanz. Der Tag der offenen Tür kann kommen. Seid ihr mit dabei?? Folgt auch unserer Insta-Story unter
https://t.co/FlcqRMQddb

#TdoT19
#31GradCelsius 🌞😅
https://t.co/i5JXfhO37o https://t.co/J9Nm7oasIU"
2019-06-15 07:21:03+00:00,159,Twitter for iPhone,#Kreuzberg: #Brand im #Club_der_Visionäre #Am_Flutgraben  Club fast vollständig ausgebrannt. 3 Leichtverletzte. @Bln_Fw ist mit 70 Kräften vor Ort. Brandübergriff auf benachbarte Tankstelle verhindert. https://t.co/PxbbFSJ0r2
2019-06-15 06:55:55+00:00,84,Twitter Web App,"Wir sind derzeit bei einem #Brand  #Am_Flutgraben in #Kreuzberg mit 63 Kräften vor Ort oder auf der Anfahrt. 
Dort brennen ca. 400 m² Holzverschlag. Zu Verletzen ist derzeit nichts bekannt. 
Weitere Infos folgen....."
2019-06-14 23:33:43+00:00,241,Twitter for iPhone,#Bombenentschärfung in #Mitte erfolgreich! Gratulation an die Kollegen der @PolizeiBerlin_E! Die Bewohner können nun wieder in ihre Wohnungen. Tolle Zusammenarbeit aller Beteiligten! Herzlichen #Dank dafür. #WirRettenBerlin gemeinsam.
2019-06-14 22:32:26+00:00,70,Twitter for iPhone,#Mitte: „Alle raus!“ Die #Evakuierung des Gefahrenbereiches ist nun abgeschlossen. Wir warten auf die Erfolgsmeldung der #Polizei_Feuerwerker. https://t.co/0e2TomovOm
2019-06-14 20:45:08+00:00,126,Twitter for iPhone,#Bombenentschärfung am #Alex: Das @drk_berlin übernimmt den Transfer mobilitätseingeschränkter oder pflegebedürftiger Menschen in Notunterkünfte. #goodjob https://t.co/hNhp9fqRnD
2019-06-14 18:34:13+00:00,145,Twitter for iPhone,"#Bombenentschärfung am #Alex: Für alle #Nachtschwärmer und die, die pünktlich zu Hause sein müssen: Demnächst wird der Verkehr von U-, S- und Regional- sowie Fernbahn über #Jannowitzbrücke eingestellt! Bitte plant Eure Alternativrouten rechtzeitig!"
2019-06-14 18:28:00+00:00,92,Twitter for iPhone,Kräfte der #Freiwilligen_Feuerwehr #Mitte leisten Unterstützung für die #Entschärfer von @PolizeiBerlin_E https://t.co/Q7cMf5WGRe
2019-06-14 17:39:30+00:00,79,Twitter for iPhone,#Update #Bombenentschärfung am #Alex: An der Dircksenstr./Voltairestraße haben wir mit der Polizei zusammen einen #Infopunkt eingerichtet! https://t.co/aEc0d11W8k
2019-06-14 17:28:41+00:00,72,Twitter for iPhone,#Update #Bombenentschärfung am #Alex: @PolizeiBerlin_E wird frühestens ab 22 Uhr mit der #Entschärfung beginnen. Bis dahin müssen 3.000 Menschen in einem Umkreis von 300 m den Gefahrenraum verlassen haben. Die Polizei hat bereits mit der #Evakuierung begonnen. https://t.co/JAzWF0hKgl
2019-06-14 16:37:45+00:00,78,Twitter for iPhone,#Bombenentschärfung am #Alex: Lagebesprechung. Die weiteren Maßnahmen werden abgestimmt. Weitere #Informationen folgen. https://t.co/nHo3ez9n1s
2019-06-14 16:08:20+00:00,142,Twitter for iPhone,#Bombenentschärfung in #Mitte: Wir bereiten uns auf weitere Maßnahmen    In Zusammenarbeit mit @PolizeiBerlin_E vor. In unserem neuen #Einsatzleitbus wird sich die gemeinsame Einsatzleitung zusammensetzen. Weitere Infos folgen! https://t.co/YtJRVvVXdq
2019-06-14 13:06:18+00:00,45,Twitter for iPhone,"Nur noch 2 Tage! Die Vorbereitungen laufen und nun geht es in die ""heiße"" Phase. Unzählige Mails wurden geschrieben und sehr viel telefoniert, sodass auch alles reibungslos verläuft.
Wir freuen uns auf Sonntag! Und ihr? Seid ihr dabei?
https://t.co/Ai0VW5kNG0 https://t.co/CssnTi54fE"
2019-06-14 13:00:25+00:00,51,erased6981162,"#Gerätefreitag
Für #Vorführungen, bei denen wir Brandverläufe im Rahmen der #Prävention anschaulich darstellen möchten, haben wir unseren #Abrollbehälter_Demonstration.
Am Sonntag könnt Ihr den #AB_Demo beim #Feuerwehr_Erlebnistag erleben. Kommt Ihr auch?
https://t.co/i5JXfhO37o https://t.co/lHIAtdXllu"
2019-06-14 07:43:49+00:00,65,Twitter for iPhone,Derzeit #Laubenbrand in #Hakenfelde. Es kommt zu einer weit sichtbaren #Rauchsäule. Wir sind mit knapp 30 Kräften vor Ort. Die #Lage ist übersichtlich. #WirRettenBerlin
2019-06-13 23:24:32+00:00,87,Twitter for iPhone,Bei einem #Wohnungsbrand in der #Berliner_Straße (#Wilmersdorf) sprang eine Frau mit ihrem 7-jährigen Mädchen aus dem Fenster (1.OG). Ein Passant versuchte die beiden aufzufangen. Alle drei erlitten Verletzungen. Fünf weitere Bewohner erlitten #Rauchvergiftungen #WirRettenBerlin https://t.co/ONXx3UTieY
2019-06-12 21:55:35+00:00,235,Twitter for iPhone,"Der #Ausnahmezustand_Wetter wurde um 23 Uhr beendet. Insgesamt wurden rund 320 #Unwetter_Einsätze mit Unterstützung der #Freiwilligen_Feuerwehren und des @THW durchgeführt. #Dank an alle haupt- und ehrenamtlichen Helfer!
#GoodJob"
2019-06-12 21:12:46+00:00,91,Twitter for iPhone,Auch für den #Stab_Kommunikation ist #Ausnahmezustand! 🥴 https://t.co/tqegtYOSnw
2019-06-12 20:38:42+00:00,145,Twitter for iPhone,"Das #Notrufaufkommen hat sich normalisiert. Es werden nur noch vereinzelt wetterbedingte Schadensereignisse gemeldet.
Seit 18:15 wurden ca. 320 wetterbedingte #Einsätze angelegt. Aktuell werden 80 wetterbedingte Einsätze abgearbeitet. Noch sind ca. 30 Einsätze nicht beschickt. https://t.co/w9lG5VWD73"
2019-06-12 20:31:23+00:00,86,Twitter for iPhone,Baum an Hauswand in #Steglitz. #Freiwillige_Feuerwehr_Lichterfelde und #Technischer_Dienst im Einsatz. #GoodJob https://t.co/Y8yXHZfh7S
2019-06-12 17:39:41+00:00,316,Twitter for iPhone,"#Ausnahmezustand Wetter: Seit 18 Uhr über 200 wetterbedingte Einsätze. Zehn #FreiwilligeFeuerwehren sowie @THW zur Verstärkung in den Dienst gerufen. Lage scheint sich jetzt etwas zu entspannen, gibt aber noch genug zu tun. #WirRettenBerlin"
2019-06-12 17:12:27+00:00,100,Twitter for iPhone,"#Rheinstr. in #Friedenau Baum auf Cabrio, zwei Leichtverletzte. #GlückImUnglück https://t.co/We1GzLmTPs"
2019-06-12 16:48:05+00:00,181,Twitter for Android,"Die @Berliner_Fw hat zum zweiten mal am heutigen Tag den #Ausnahmezustand Wetter ausgerufen.
Mehrere #Freiwillige_Feuerwehr|en werden aktuell alarmiert um die Kräfte der #Berufsfeuerwehr zu unterstützen. https://t.co/jjFobw6F1l"
2019-06-12 16:20:59+00:00,120,Twitter for Android,"⚠️ amtliche #Unwetterwarnung des @DWD_presse für #Berlin!
Von Südwest treten schwere #Gewitter auf. Dabei kann es zu heftigem #Starkregen, Orkanböen und Hagel kommen.
Verhaltenshinweise unter: https://t.co/Io3NK3yT2L"
2019-06-12 12:25:34+00:00,38,dlvr.it,Vorstellung der Jahresbilanz 2018 https://t.co/DimcZKSXrF https://t.co/UI6nPObfDU
2019-06-12 10:28:31+00:00,60,Twitter for iPhone,"#Verkehrsunfall in #Alt-Buch. Kollision zwischen PKW und LKW. PKW-Fahrer eingeklemmt und schwer verletzt. LKW kommt an Autohaus zum Stehen. Unfallhergang  unklar, #Polizei ermittelt. https://t.co/gfBFlTF0YM"
2019-06-12 09:22:04+00:00,38,dlvr.it,Lauf zwischen den Meeren https://t.co/6xnoHL40Zz https://t.co/xJANi6WHis
2019-06-12 03:34:11+00:00,427,Twitter for iPhone,"#Ausnahmezustand Wetter ist seit 3 Uhr beendet. Wir sind aber immer noch an vielen Orten in der Stadt im #Einsatz. Zwischen null und drei Uhr wurden uns rund 150 #Unwetterschäden gemeldet. 15 #Freiwillige_Feuerwehren haben unterstützt, danke für Euren Einsatz!
#WirRettenBerlin"
2019-06-11 23:11:26+00:00,235,Twitter for iPhone,"Seit null Uhr sind wir im #Ausnahmezustand „Wetter“. Wir werden insbesondere zu #Wasserschäden gerufen. Anrufende unter #Notruf112 müssen teilweise mehrere Minuten warten, bis sie dran kommen. Bitte nicht auflegen! Auch #Freiwillige_Feuerwehren wurden zur Unterstützung alarmiert."
2019-06-11 17:34:28+00:00,17,Twitter for iPhone,@ennolenze @Antje_Kapek @polizeiberlin @Reporter_Flash Es brennt ein Müllsammelbehälter. Kollegen haben die Brandbekämpfung eingeleitet. Nichts Spektakuläres.
2019-06-08 01:23:08+00:00,59,Twitter for Android,"Der Brand im Maschinenraum eines  Motorbootes konnte mit #Pulverlöschgeräten und mit Unterstützung der @DLRG_Berlin und der #Wasserschutzpolizei gelöscht werden. Die vom Rettungsdienst behandelte und 3 weitere in Sicherheit gebrachte Personen konnten vor Ort verbleiben.
#Estuk"
2019-06-07 23:40:11+00:00,73,Twitter for Android,"#Brand eines Hausbootes auf der #Unterhavel in #Wannsee.
1 Person wird aktuell mit #Rauchgasvergiftung vom #Rettungsdienst behandelt. Im Einsatz sind 65 Kräfte.
Weitere Infos folgen..."
2019-06-07 13:01:03+00:00,89,erased6981162,"#Gerätefreitag
Um Wasser über lange Wegstrecken zu befördern, haben wir #Schlauchwagen, die uns vom @BBK_Bund zur Verfügung gestellt werden. Neben 2.000 m Schlauchleitungen ist auf dem #SW_2000 auch eine tragbare Pumpe verlastet. Wo könnte der #SW überall zum Einsatz kommen? https://t.co/QQCmcke7XQ"
2019-06-07 07:29:34+00:00,64,Twitter Web App,"Bei einem schweren #Verkehrsunfall mit einem Lkw auf der #Ehrlichstraße in #Karlshorst ist eine Fußgängerin ums Leben gekommen.
Der Bereich auf Höhe der #Eginhardstraße ist für den Fahrzeugverkehr und die @BVG_Tram gesperrt.
@VIZ_Berlin"
2019-06-06 22:02:23+00:00,84,Twitter for iPhone,In der #Treskowallee in #Karlshorst kam es gegen 21:21 Uhr zu einer Unterspülung in einer Baugrube. Ein am Rand abgestellter Bagger drohte abzurutschen. Die #Einsatzkräfte der #BF und #FF könnten ihn mit Spezialgeräten des #Technischen_Dienstes sichern. https://t.co/ZvS410sFHZ
2019-06-06 15:23:11+00:00,74,Twitter for iPhone,"Nach einem Blitzeinschlag brannten ca. 40 qm Dachkonstruktion eines Wohngebäudes. 1 Person wurde durch unsere Kräfte der #BF und #FF in Sicherheit gebracht. Der #Brand wurde unter Verwendung von 8 PA und 2 C-Rohren bekämpft.
#EStuK
#WirRettenBerlin https://t.co/TZBFoIbCQA"
2019-06-06 13:47:35+00:00,95,Twitter Web App,"In der #Landsberger_Straße in #Lichtenrade brennt es im Dach eines Wohngebäudes. Die ersten Kräfte haben den #Brand bestätigt und die #Brandbekämpfung eingeleitet. Wir sind aktuell mit 45 Kräften im Einsatz.
Weitere Infos folgen..."
2019-06-06 13:08:13+00:00,95,Twitter Web App,"⚠️ Achtung #Unwetter ⚠️
Es gibt eine offizielle #Unwetterwarnung des @DWD_presse für das Land #Berlin vor schwerem #Gewitter mit #Starkregen und Hagel.
Bitte beachten Sie unsere Hinweise zu Unwetterlagen:
 https://t.co/Io3NK3yT2L"
2019-06-04 15:18:23+00:00,141,Twitter for Android,"⚠️ Warnung vor Geruchsbelästigung durch Waldbrand.
Durch einen #Waldbrand bei #Jüterbog kann es vor allem in den westlichen Stadtteilen von #Berlin zu Belästigungen durch #Rauch und #Brandgeruch kommen. Fenster und Türen sollte man gegebenenfalls geschlossen halten! https://t.co/UM9o6uayxA"
2019-06-04 09:23:03+00:00,443,Twitter for Android,"Was piept denn da?
Mit Hilfe von Passanten und den @wasserbetriebe haben Kräfte der #FF_Rudow #Am_Espenpfuhl 8 #Entenküken aus einem Gulli befreit. Auf einem Teich konnten die Küken mit Mutter und Geschwistern wieder zusammengeführt werden. 
Ente gut - alles gut 🦆
#AuchfürTiere https://t.co/1UVQaGsFcC"
2019-06-03 15:04:51+00:00,174,Twitter for iPhone,Der #Brand ist jetzt übersichtlich und die ersten Kräfte werden jetzt von den #Kameradinnen und #Kameraden der #FF ausgelöst. Sie werden jetzt die ca. 40.000 qm nach Glutnestern absuchen und die restlichen Löscharbeiten durchgeführten. https://t.co/0zQTttLUAQ
2019-06-03 11:49:04+00:00,240,Twitter Web App,"#Waldbrand im #Grunewald
An der #Havelchaussee brennen rund 20.000 m² Waldboden. Wir sind mit 50 Kräften der Berufs- und #Freiwilligen_Feuerwehr im Einsatz. Die #Brandbekämpfung ist eingeleitet, eine Wasserversorgung wird aufgebaut."
2019-06-03 02:09:03+00:00,73,Twitter for iPhone,"#Brand in #Oberschöneweide
Es brannte im 1. OG eines 2-gesch. Geschäftsgebäudes. Aufgrund der Brandausdehnung waren 60 Kräfte der @Berliner_Fw darunter 2 #LHF der #FF 2 Stunden am Ort. Eingesetzt 2-C und 8 PA. Verletzt wurde niemand. Die Einsatzstelle an @polizeiberlin übergeben."
2019-06-02 11:51:32+00:00,136,Twitter Web App,Bei einem #Verkehrsunfall zwischen einem Pkw und einer Tram in #Prenzlauer_Berg wurde eine Person eingeklemmt und musste mit Hilfe unserer #Rüstgruppe befreit werden. Sie wurde von einem Notarzt versorgt und in ein Krankenhaus transportiert. Wir waren mit 22 Kräften vor Ort. https://t.co/e7WuLefLh3
2019-05-31 13:20:26+00:00,82,erased6981162,"#Gerätefreitag
Wenn bei Einsätzen #Gefahrstoffe austreten, müssen diese aufgefangen werden, um größere #Umweltgefahren abzuwenden. Für diesen Zweck führen wir auf dem #AB_Auffangbehälter diverse Fässer und Transportbehälter mit.
Welche gefährlichen Stoffe fallen Euch ein? https://t.co/d9otPEEUHo"
2019-05-30 15:07:42+00:00,117,Twitter for Android,"Update #Köpenick
Es brannten ca. 10.000 qm Waldboden und Unterholz. Die #Nachlöscharbeiten werden noch mehrere Stunden andauern. Es sind aktuell 44 überwiegend ehrenamtliche Einsatzkräfte vor Ort. Die hohe körperliche Anstrengung erfordert einen mehrmaligen Austausch der Kräfte. https://t.co/XxZzq9SeSw"
2019-05-30 10:49:04+00:00,138,Twitter for Android,"#Waldbrand in #Köpenick.
Südlich von #Müggelheim brennen ca. 1.000 qm  Waldfläche. Die @Berliner_Fw ist mit 50 Kräften der Berufs- und #Freiwilligen_Feuerwehr und mehreren #Tanklöschfahrzeug|en im Einsatz.
⚠️Bitte beachtet unsere Infos zu Waldbränden⚠️ https://t.co/aikjdo8pGW"
2019-05-29 20:22:14+00:00,88,Twitter for Android,"Update #Neukölln
Der #Brand ist unter Kontrolle. Die  Anwohner*innen können heute jedoch nicht in ihre Wohnungen zurück und werden durch das @BerlinNkl in Notunterkünften untergebracht.
zur Sicherung des Grundschutzes wurden 3 #FF zur Wachbesetzung alarmiert. 
#EstuK https://t.co/uk0rTwNHyb"
2019-05-29 19:43:16+00:00,68,Twitter for Android,"Update #Neukölln
Mehrere Wohnungen wurden geräumt, 8 Anwohner*innen werden z.Z. im #MTF3 betreut, verletzt wurde niemand.
Der Schwelbrand wird mittels #Löschnägel mit #Druckluftschaum gelöscht. Aktuell im Einsatz: 80 Kräfte.
#DLS https://t.co/CODVSMjYdM"
2019-05-29 17:38:30+00:00,86,Twitter for Android,"#Brand in #Neukölln
In der #Karl_Marx_Straße brennt es in einer Dehnfuge zwischen zwei Gebäuden mit einer Rauchentwicklung über mehrere Geschosse. 
Die @Berliner_Fw ist mit 40 Kräften im Einsatz, die #Brandbekämpfung wurde eingeleitet."
2019-05-29 11:56:04+00:00,34,dlvr.it,Deutsche Feuerwehr-Mannschaftsmeisterschaft im Tischtennis https://t.co/c5C3EJLo3Y https://t.co/RAiw0BUywy
2019-05-29 11:31:27+00:00,79,Twitter for Android,"Update #Wittenau
Es gab keinen Folgebrand aufgrund der chemischen Reaktion in einem pharmazeutischen Betrieb. Der Stoff wird jetzt durch Kräfte in #Chemikalienschutzanzügen gebunden. Brandschutz ist sichergestellt, rund 90 Kräfte sind vor Ort. Niemand wurde verletzt.
#CBRN
#EstuK https://t.co/havZgtBKtM"
2019-05-29 09:44:42+00:00,15,Twitter for iPhone,@Reporter_Flash @polizeiberlin Wir haben gemeinsam mit der Redaktion vor Ausstrahlung eine fachliche Überprüfung durchgeführt.
2019-05-29 09:38:48+00:00,86,Twitter Web App,"Rauchentwicklung durch eine chemische Reaktion in einem Bürogebäude in #Wittenau. Die Brandbekämpfung wird eingeleitet und Dekontaminationsmaßnahmen vorbereitet.
Die @Berliner_Fw ist mit rund 50 Kräften im Einsatz oder auf der Anfahrt. 
Weitere Infos folgen...
#CBRN"
2019-05-28 17:48:05+00:00,79,dlvr.it,127 Beförderungen im mittleren feuerwehrtechnischen Dienst https://t.co/Gh9wL70aUL https://t.co/F3Ks5hiFUr
2019-05-28 17:48:04+00:00,63,dlvr.it,Übung der Berliner Feuerwehr im Autobahntunnel https://t.co/UNx3hcG0uN https://t.co/VAWnwvKO0u
2019-05-27 17:44:04+00:00,74,dlvr.it,Deutsche Feuerwehr-Meisterschaft Marathon 2019 https://t.co/Ep3gql5zd2 https://t.co/4c4lkAV7BG
2019-05-27 10:24:47+00:00,84,Twitter Web App,"In der #Klistostraße in #Zehlendorf wurde ein Bauarbeiter bei einem #Arbeitsunfall auf einem Dach schwer verletzt.
Nach Behandlung vom #Rettungsdienst konnte er durch die #Höhenrettungsgruppe über eine Drehleiter in Sicherheit gebracht und in ein Krhs. transportiert werden. https://t.co/IA8t6JPFPz"
2019-05-25 19:31:15+00:00,80,Twitter Web App,"Bei einem #Brand im ersten OG. eines Wohngebäudes in #Britz wurde niemand verletzt. Insgesamt wurden 4 PA, 1 C-Rohr und 1 Drucklüfter eingesetzt. Die Einsatzstelle ist unter Kontrolle. 
#WirRettenBerlin https://t.co/wwhfs16ZB8"
2019-05-25 16:25:47+00:00,58,Twitter Web App,"Auch wir sind heute Abend mit mehreren #Verbindungsbeamten der Berliner Feuerwehr im Einsatz. Die Kollegen vor Ort ermöglichen zielgerichtete und schnelle Absprachen zu unserer Leitstelle.
Wir freuen uns auf ein spannendes Spiel. 🏟"
2019-05-25 16:04:22+00:00,129,Twitter Web App,Am frühen Nachmittag wurden wir nach #Müggelheim zu einem #Waldbrand alarmiert. Mit 73 Einsatzkräften vor Ort konnte der Brand unter Kontrolle gebracht werden. Eine Ausbreitung wurde verhindert. #Freiwillige_Feuerwehr|en wurden zur #Wachbesetzung alarmiert. #WirRettenBerlin
2019-05-24 13:00:50+00:00,70,erased6981162,"#Gerätefreitag
Bei der #Bergung von Gegenständen aus einem #Gewässer müssen diese zunächst an die Wasseroberfläche gebracht werden. Mit den #Wasserhebekissen des Technischen Dienstes, welche auch in verschiedenen Größen vorgehalten werden, ist dies kein Problem. https://t.co/4E4vAqaeH3"
2019-05-24 11:03:32+00:00,59,Twitter for Android,"Update #Kreuzberg
Zwei eingeklemmte und schwer verletzte Personen wurden mit dem #hydraulischen_Rettungssatz aus einem Lkw patientengerecht gerettet und vom #Rettungsdienst in Krankhäuser transportiert.
Weitere Kräfte der @Berliner_Fw stellten den Brandschutz sicher.
#EstuK https://t.co/NbhwvJ4wP8"
2019-05-24 09:46:58+00:00,65,Twitter Web App,"Schwerer Verkehrsunfall zwischen zwei Lkw auf der #Alexandrinenstraße Ecke #Gitschiner_Straße in #Kreuzberg. 
Die @Berliner_Fw ist mit 40 Kräften vor Ort bzw. auf der Anfahrt. 
Weitere Infos folgen..."
2019-05-22 16:57:57+00:00,102,Twitter for iPhone,"Ein #Bauarbeiter stürzte auf einem #Dach einer Baustelle ca. 3 m von einer Leiter herunter und verletzte sich schwer. Mithilfe unserer #Höhenretter und einer #DLK konnte die Person patientengerecht gerettet werden und wird nun einem Krankenhaus zugeführt. 
#WirRettenBerlin https://t.co/TLCNf6gdlA"
2019-05-22 12:37:10+00:00,166,Twitter for iPhone,"#Unfall mit #Tram in #Hellersdorf
1 Person wurde mit dem Arm zwischen #Bahn und Bahnsteig eingeklemmt. Kräfte der #BF und #FF konnten die Bahn mittels #Hebekissen vom Steig wegdrücken, dadurch die Person schnell befreien &amp; dann ins Krankenhaus transportieren. 
#WirRettenBerlin https://t.co/lUtzUqeDDI"
2019-05-22 11:04:04+00:00,38,dlvr.it,Im Auftrag der Kultur: Berliner Jugendfeuerwehr besteigt Schöneberger Glockenturm https://t.co/glZtVFjPzh https://t.co/db6G6vgXjW
2019-05-22 09:23:42+00:00,75,Twitter Web App,"Im #U_Bahnhof #Blissestraße in #Wilmersdorf brannte um 10:53 Uhr ein Kühlschrank in einem Aufenthaltsraum der @BVG_Ubahn. Die ersten Einsatzkräfte hatten den Brand nach wenigen Minuten unter Kontrolle, es wurde niemand verletzt.
#EstuK"
2019-05-21 10:58:04+00:00,85,dlvr.it,Auszeichnung für die Berliner Feuerwehr https://t.co/GeYnnjilMF https://t.co/zRfXi3et8r
2019-05-21 02:35:10+00:00,106,Twitter for iPhone,"#Brand in #Neukölln #Hermannstrasse
Im EG eines 5-geschossigen Wohn- und Geschäftsgebäudes brannte ein #Imbiss in ganzer Ausdehnung. Der Brand wurde von der @Berliner_Fw schnell gelöscht. 60 Einsatzkräfte waren vor Ort. 6 verletzte Personen kamen in Krankenhäuser. #MANV #Estuk https://t.co/Bw3ofxuPZs"
2019-05-20 19:55:27+00:00,108,Twitter for iPhone,"#Unwetter in Berlin
Von 17:00-20:45 Uhr wurden 180 Wetter bedingte Einsätze gefahren. Dazu kamen 18 Brandalarme, darunter 12 #Brandmeldeanlagen und 2 Brände aufgrund Blitzeinschlag. 20 #FF Typ „B“ unterstützten mit 25 Einsatzfahrzeugen. Der Ausnahmezustand ist beendet."
2019-05-20 16:06:59+00:00,168,Twitter for iPhone,"#Unwetter in #Berlin
Seit 17:45 Uhr ist die @Berliner_Fw im #Ausnahmezustand. In der letzten halben Stunde kam es zu rund 50 wetterbedingten Notrufen. Durch #Blitzeinschlag bereits 2 Brände.
Bitte Hinweise zur Selbsthilfe #Wasserschäden beachten:

https://t.co/Io3NK3yT2L https://t.co/MPSClVZJu7"
2019-05-19 14:56:01+00:00,124,Twitter for iPhone,"#Waldbrand in #Brandenburg
Die @Berliner_Fw unterstützt mit 22 #Kräften die Brandenburger #Feuerwehr westlich von #Berlin. Dort brennt ein ca. 1500 qm großes #Waldgebiet."
2019-05-19 12:29:01+00:00,100,Twitter Web App,"#Brand in #Friedrichshain
In der #Weserstraße brannten 200qm Dachfläche.Die ersten Kräfte haben zügig nachalarmiert.Eine weitere Ausbreitung wurde insbesondere durch die Brandbekämpfung über eine Drehleiter verhindert.
3 Personen wurden in Sicherheit gebracht. #ESTUK"
2019-05-17 16:06:27+00:00,107,Twitter for iPad,In der #Oranienburger_Straße sind die #Höhenretter im #Einsatz. Auf einer Baustelle ist eine Person 6m in die Tiefe gestürzt. Der verletzte Bauarbeiter wird derzeit medizinisch versorgt und von den Spezialkräften gerettet. Es ist heute schon der 3. Einsatz für unsere Höhenretter.
2019-05-17 13:37:34+00:00,52,dlvr.it,Praxisfallbeispiele im Rettungsdienst https://t.co/DUjZ1S6HL9 https://t.co/3th5AuRWBJ
2019-05-17 13:37:33+00:00,38,dlvr.it,9. Feuerwehr Stairrun in Berlin https://t.co/kYHcLOYhSI https://t.co/Cq84EW1CNB
2019-05-17 13:00:36+00:00,69,erased6981162,"#Gerätefreitag
Wenn #Öl auf Wasserflächen ausläuft, ist schnelles Handeln gefordert, um schwere #Umweltschäden zu vermeiden. Mit der #Öl_Mopmatic kann über eine Endloskordel, die ausgewrungen wird, Öl und Chemikalien von Wasserflächen extrahiert werden.
#FwA_Öl_Mop https://t.co/eiFBAiVBbI"
2019-05-17 06:53:07+00:00,101,Twitter Web App,"#Einsturz #Konradshöhe
In der #Jörs_Straße sollen 2 Bauarbeiter in einem Schacht verschüttet sein. Wir sind auf der Anfahrt. Update folgt. #WirRettenBerlin"
2019-05-16 13:35:03+00:00,57,dlvr.it,30 Jahre Jugendfeuerwehr Gatow https://t.co/ghUOxMLsNQ https://t.co/BgoxAOwmum
2019-05-15 16:26:39+00:00,76,Twitter Web App,"Update: Es brannten zwei Gartenlauben, eine weitere Ausbreitung konnte verhindert werden. Niemand wurde verletzt.Die #Freiwillige_Feuerwehr unterstützte vor Ort und besetzte die in den Einsätzen in #Tegel und #Pankow eingebunden Feuerwachen. #ESTUK #Ehrenamt #WirRettenBerlin"
2019-05-15 14:12:04+00:00,67,Twitter Web App,"#Brand #Kreuzberg #Pankow
Weitere Brände beschäftigen uns in der #Glogauer_Str (Kellerbrand)und #Brehme_Str. (Wohnungsbrand)! Dort sind wir jeweils mit bis zu 30 Einsatzkräften im Einsatz. #WirRettenBerlin"
2019-05-15 14:05:59+00:00,74,Twitter Web App,"#Brand #Tegel
In der Gabrielenstraße brennen mehrere Lauben. Die ersteintreffenden Kräfte haben nachalarmiert. Rund 40 Einsatzkräfte sind alarmiert oder schon vor Ort. Jetzt müssen die umliegenden Gebäude geschützt werden. Update folgt"
